,Long,Lat,offence,occurrenceyear,occurrencemonth,occurrencehour,occurrencedayofweek,occurrencedayofweek_num
0,-79.380806,43.649894700000004,Assault,2015.0,12,21,Monday    ,2
1,-79.380806,43.649894700000004,Assault,2015.0,12,21,Monday    ,2
2,-79.380806,43.649894700000004,Assault,2015.0,12,21,Monday    ,2
3,-79.35975649999999,43.6507607,Assault,2015.0,12,13,Friday    ,6
4,-79.23728940000001,43.7366791,Assault,2015.0,12,16,Wednesday ,4
5,-79.56530759999998,43.7372398,Assault,2015.0,12,17,Wednesday ,4
6,-79.25352480000001,43.723880799999996,Robbery - Mugging,2015.0,11,15,Tuesday   ,3
7,-79.5949554,43.7360191,Robbery - Mugging,2015.0,10,21,Sunday    ,1
8,-79.20497890000001,43.7826042,Assault,2015.0,11,10,Wednesday ,4
9,-79.4798889,43.6486626,Robbery - Mugging,2015.0,10,23,Friday    ,6
10,-79.40270229999999,43.643928499999994,Robbery - Other,2015.0,12,3,Thursday  ,5
11,-79.3801956,43.6399651,Assault,2015.0,5,17,Tuesday   ,3
12,-79.43536379999999,43.644207,Assault,2015.0,6,16,Thursday  ,5
13,-79.3946838,43.6589546,Assault,2015.0,4,20,Thursday  ,5
14,-79.417511,43.659935,Assault,2015.0,12,0,Friday    ,6
15,-79.4901657,43.6964302,Assault,2015.0,8,8,Friday    ,6
16,-79.5551147,43.715107,Assault With Weapon,2015.0,8,19,Sunday    ,1
17,-79.5041504,43.6897736,Robbery - Mugging,2015.0,3,15,Friday    ,6
18,-79.4773407,43.6805687,Robbery - Swarming,2015.0,4,16,Thursday  ,5
19,-79.287796,43.67651370000001,Robbery - Mugging,2015.0,5,17,Thursday  ,5
20,-79.2587738,43.7360458,Robbery - Mugging,2015.0,5,16,Tuesday   ,3
21,-79.4505997,43.644126899999996,Robbery - Mugging,2015.0,7,18,Wednesday ,4
22,-79.4820709,43.726642600000005,Assault,2015.0,7,20,Sunday    ,1
23,-79.3314056,43.7183647,Robbery - Mugging,2015.0,8,17,Monday    ,2
24,-79.1988754,43.760147100000005,Robbery - Mugging,2015.0,3,22,Tuesday   ,3
25,-79.3010864,43.803745299999996,Robbery - Other,2015.0,8,11,Sunday    ,1
26,-79.4038696,43.6666603,Assault,2015.0,9,18,Sunday    ,1
27,-79.5789719,43.735317200000004,Assault,2015.0,10,23,Sunday    ,1
28,-79.2645569,43.73277279999999,Assault,2015.0,5,21,Tuesday   ,3
29,-79.41748050000001,43.6810532,Assault,2015.0,6,18,Monday    ,2
30,-79.404007,43.6471901,Assault,2015.0,8,18,Monday    ,2
31,-79.37604520000001,43.648155200000005,Robbery - Swarming,2015.0,11,7,Tuesday   ,3
32,-79.37390140000001,43.7117348,Robbery - Mugging,2015.0,1,13,Sunday    ,1
33,-79.3336334,43.798053700000004,Discharge Firearm With Intent,2015.0,2,18,Sunday    ,1
34,-79.3752823,43.6463623,Robbery - Other,2015.0,3,3,Sunday    ,1
35,-79.4109344,43.7615128,Assault,2015.0,3,5,Tuesday   ,3
36,-79.2848358,43.7475204,Robbery - Mugging,2015.0,3,1,Tuesday   ,3
37,-79.380928,43.656330100000005,Assault,2015.0,6,18,Monday    ,2
38,-79.2526321,43.7273941,Assault,2015.0,10,4,Saturday  ,7
39,-79.5828857,43.653862,Robbery - Other,2015.0,4,16,Monday    ,2
40,-79.25759120000001,43.733276399999994,Assault,2015.0,2,18,Monday    ,2
41,-79.25759120000001,43.733276399999994,Assault,2015.0,2,18,Monday    ,2
42,-79.5236969,43.5966988,Robbery - Other,2015.0,3,8,Wednesday ,4
43,-79.3694611,43.654525799999995,Robbery - Mugging,2015.0,3,12,Wednesday ,4
44,-79.2511902,43.8366013,Assault,2015.0,3,19,Tuesday   ,3
45,-79.336586,43.6690216,Robbery - Mugging,2015.0,3,12,Tuesday   ,3
46,-79.403717,43.730869299999995,Assault,2015.0,10,19,Sunday    ,1
47,-79.53055570000001,43.6467743,Robbery - Mugging,2015.0,9,4,Wednesday ,4
48,-79.5121231,43.70109179999999,Robbery - Other,2015.0,11,16,Tuesday   ,3
49,-79.40772249999999,43.656482700000005,Assault,2015.0,12,0,Tuesday   ,3
50,-79.380928,43.656330100000005,Assault,2015.0,12,14,Thursday  ,5
51,-79.46305079999999,43.6735382,Discharge Firearm With Intent,2015.0,12,2,Sunday    ,1
52,-79.50076290000001,43.6017609,Robbery - Delivery Person,2015.0,12,21,Thursday  ,5
53,-79.4785004,43.693248700000005,Assault,2015.0,10,15,Thursday  ,5
54,-79.3957062,43.7223244,Robbery - Other,2015.0,10,1,Saturday  ,7
55,-79.3957062,43.7223244,Robbery - Mugging,2015.0,10,1,Saturday  ,7
56,-79.19692990000001,43.796325700000004,Assault,2015.0,10,14,Saturday  ,7
57,-79.382637,43.652973200000005,Assault,2015.0,10,2,Saturday  ,7
58,-79.3744125,43.649925200000006,Assault,2015.0,10,18,Monday    ,2
59,-79.4209137,43.6630287,Robbery - Mugging,2015.0,11,21,Tuesday   ,3
60,-79.3923264,43.6460571,Assault,2015.0,11,9,Wednesday ,4
61,-79.2430801,43.812973,Assault,2015.0,12,14,Tuesday   ,3
62,-79.3300934,43.668914799999996,Assault,2015.0,6,11,Tuesday   ,3
63,-79.3335571,43.7957573,Robbery - Mugging,2015.0,7,20,Wednesday ,4
64,-79.1824036,43.7676277,Assault,2015.0,8,17,Monday    ,2
65,-79.4390335,43.6684685,Assault,2015.0,10,11,Wednesday ,4
66,-79.297287,43.7022209,Assault,2015.0,4,17,Friday    ,6
67,-79.28945920000001,43.78576279999999,Robbery - Purse Snatch,2015.0,10,21,Friday    ,6
68,-79.3679428,43.6548576,Robbery - Mugging,2015.0,11,12,Thursday  ,5
69,-79.47767640000001,43.6508217,Assault,2015.0,9,0,Tuesday   ,3
70,-79.2733688,43.7984085,Theft Over - Distraction,2015.0,8,8,Sunday    ,1
71,-79.59944920000001,43.730911299999995,Assault With Weapon,2015.0,6,17,Tuesday   ,3
72,-79.48490140000001,43.7591019,Assault,2015.0,9,15,Friday    ,6
73,-79.29879,43.7837029,Robbery - Other,2015.0,9,11,Sunday    ,1
74,-79.397644,43.6449547,Assault,2015.0,10,0,Thursday  ,5
75,-79.3837662,43.6557198,Assault With Weapon,2015.0,10,14,Thursday  ,5
76,-79.2987595,43.6842499,Robbery - Mugging,2015.0,10,23,Tuesday   ,3
77,-79.2987595,43.6842499,Robbery - Mugging,2015.0,10,23,Tuesday   ,3
78,-79.4482651,43.7248802,Assault,2015.0,4,19,Thursday  ,5
79,-79.44530490000001,43.773517600000005,Assault,2015.0,9,15,Thursday  ,5
80,-79.30387879999999,43.669178,Assault,2015.0,10,17,Friday    ,6
81,-79.1862335,43.7752838,Assault,2015.0,10,21,Friday    ,6
82,-79.2160568,43.779319799999996,Robbery - Mugging,2015.0,11,8,Monday    ,2
83,-79.4159241,43.6836357,Assault,2015.0,12,18,Wednesday ,4
84,-79.3662109,43.6442146,Assault,2015.0,4,15,Wednesday ,4
85,-79.3828125,43.6701622,Assault,2015.0,5,0,Thursday  ,5
86,-79.4430084,43.7738609,Assault,2015.0,8,0,Monday    ,2
87,-79.3300934,43.668914799999996,Assault With Weapon,2015.0,11,16,Thursday  ,5
88,-79.37484740000001,43.660656,Robbery - Swarming,2015.0,11,18,Thursday  ,5
89,-79.3897552,43.6501961,Assault,2015.0,12,2,Wednesday ,4
90,-79.5177765,43.7590179,Robbery - Swarming,2015.0,9,5,Sunday    ,1
91,-79.3442841,43.6825256,Assault,2015.0,10,20,Wednesday ,4
92,-79.5114594,43.6839638,Robbery - Mugging,2014.0,2,22,Sunday    ,1
93,-79.3610458,43.6477394,Aggravated Assault,2015.0,7,22,Saturday  ,7
94,-79.1992416,43.747509,Assault With Weapon,2015.0,12,17,Wednesday ,4
95,-79.3610458,43.6477394,Aggravated Assault,2015.0,7,22,Saturday  ,7
96,-79.51344300000001,43.7580605,Robbery - Mugging,2015.0,10,22,Friday    ,6
97,-79.39672850000001,43.636672999999995,Assault,2015.0,6,2,Sunday    ,1
98,-79.380928,43.656330100000005,Assault,2015.0,10,14,Saturday  ,7
99,-79.3466263,43.7032127,Assault,2015.0,6,21,Monday    ,2
100,-79.3911362,43.6498985,Assault With Weapon,2014.0,11,11,Friday    ,6
101,-79.4556808,43.7182617,Assault With Weapon,2015.0,10,11,Sunday    ,1
102,-79.4185715,43.663948100000006,Robbery - Swarming,2015.0,11,20,Friday    ,6
103,-79.4185715,43.663948100000006,Robbery - Swarming,2015.0,11,20,Friday    ,6
104,-79.2978287,43.6854782,Robbery - Swarming,2015.0,5,22,Friday    ,6
105,-79.55864720000001,43.694252,Assault,2015.0,9,20,Tuesday   ,3
106,-79.3631821,43.662792200000005,Robbery - Swarming,2015.0,9,18,Sunday    ,1
107,-79.3631821,43.662792200000005,Robbery - Swarming,2015.0,9,18,Sunday    ,1
108,-79.5086365,43.720916700000004,Assault,2015.0,10,14,Wednesday ,4
109,-79.3427811,43.6676369,Assault With Weapon,2015.0,6,14,Sunday    ,1
110,-79.4409943,43.6729927,Assault,2015.0,6,14,Monday    ,2
111,-79.4329147,43.6603928,Robbery - Purse Snatch,2015.0,8,2,Friday    ,6
112,-79.51707459999999,43.7548561,Assault,2015.0,8,22,Thursday  ,5
113,-79.3895035,43.6459389,Aggravated Assault,2015.0,11,2,Sunday    ,1
114,-79.2178497,43.7406616,Robbery - Mugging,2015.0,7,16,Sunday    ,1
115,-79.136673,43.7796021,Assault,2015.0,8,1,Tuesday   ,3
116,-79.5746613,43.728141799999996,Assault With Weapon,2015.0,8,15,Monday    ,2
117,-79.26297,43.729034399999996,Assault,2015.0,8,11,Tuesday   ,3
118,-79.404213,43.6528358,Robbery - Other,2015.0,9,5,Wednesday ,4
119,-79.18914790000001,43.7615433,Robbery - Mugging,2015.0,8,4,Sunday    ,1
120,-79.17382049999999,43.764671299999996,Assault,2015.0,9,16,Monday    ,2
121,-79.37714390000001,43.6565018,Robbery - Mugging,2015.0,9,4,Wednesday ,4
122,-79.3974152,43.6485405,Assault With Weapon,2015.0,9,9,Friday    ,6
123,-79.3343964,43.709999100000005,Assault,2015.0,9,0,Sunday    ,1
124,-79.3895035,43.6652336,Assault,2015.0,9,18,Sunday    ,1
125,-79.5713654,43.756916,Robbery - Purse Snatch,2015.0,9,20,Tuesday   ,3
126,-79.45094300000001,43.772316,Pointing A Firearm,2015.0,3,23,Monday    ,2
127,-79.45094300000001,43.772316,Pointing A Firearm,2015.0,3,23,Monday    ,2
128,-79.404007,43.6471901,Assault,2015.0,10,23,Friday    ,6
129,-79.380928,43.656330100000005,Assault,2015.0,10,15,Saturday  ,7
130,-79.3430862,43.679306,Assault With Weapon,2015.0,9,22,Thursday  ,5
131,-79.3430862,43.679306,Assault With Weapon,2015.0,9,22,Thursday  ,5
132,-79.4502792,43.695694,Assault,2015.0,9,19,Thursday  ,5
133,-79.2186813,43.7698135,Robbery - Other,2015.0,10,21,Thursday  ,5
134,-79.2186813,43.7698135,Robbery - Other,2015.0,10,21,Thursday  ,5
135,-79.3989868,43.6654396,Assault,2015.0,10,2,Friday    ,6
136,-79.515686,43.7491493,Assault With Weapon,2015.0,10,4,Sunday    ,1
137,-79.4313507,43.657737700000006,Robbery - Other,2014.0,10,15,Tuesday   ,3
138,-79.4895325,43.6869965,Assault,2015.0,11,20,Monday    ,2
139,-79.5044022,43.705162,Assault,2015.0,3,5,Tuesday   ,3
140,-79.225975,43.7946625,Robbery - Other,2015.0,11,13,Tuesday   ,3
141,-79.5147705,43.7672119,Aggravated Assault,2015.0,11,20,Tuesday   ,3
142,-79.5147705,43.7672119,Discharge Firearm With Intent,2015.0,11,20,Tuesday   ,3
143,-79.51969150000001,43.765911100000004,Discharge Firearm With Intent,2015.0,11,19,Tuesday   ,3
144,-79.51969150000001,43.765911100000004,Discharge Firearm With Intent,2015.0,11,19,Tuesday   ,3
145,-79.51969150000001,43.765911100000004,Discharge Firearm With Intent,2015.0,11,19,Tuesday   ,3
146,-79.28801729999999,43.807224299999994,Robbery - Mugging,2015.0,11,22,Tuesday   ,3
147,-79.3942947,43.64359279999999,Assault,2014.0,8,23,Saturday  ,7
148,-79.4074707,43.6659164,Assault,2015.0,6,13,Tuesday   ,3
149,-79.4074707,43.6659164,Assault,2015.0,6,13,Tuesday   ,3
150,-79.4348679,43.7371902,Assault,2015.0,4,14,Tuesday   ,3
151,-79.2848358,43.7475204,Assault,2015.0,8,21,Saturday  ,7
152,-79.4384155,43.698246000000005,Robbery - Mugging,2015.0,9,23,Tuesday   ,3
153,-79.4139328,43.65070720000001,Robbery - Purse Snatch,2015.0,9,16,Wednesday ,4
154,-79.2927322,43.823829700000005,Robbery - Mugging,2015.0,9,18,Thursday  ,5
155,-79.46991729999999,43.6372108,Robbery - Mugging,2015.0,9,1,Friday    ,6
156,-79.61132049999999,43.7106895,Assault,2015.0,2,23,Sunday    ,1
157,-79.4221725,43.6326828,Robbery - Mugging,2015.0,8,21,Monday    ,2
158,-79.4221725,43.6326828,Robbery - Mugging,2015.0,8,21,Monday    ,2
159,-79.34362790000002,43.707477600000004,Assault,2015.0,8,1,Monday    ,2
160,-79.3888702,43.6681976,Assault,2015.0,4,7,Wednesday ,4
161,-79.2712631,43.737178799999995,Robbery - Mugging,2015.0,4,2,Thursday  ,5
162,-79.231575,43.813362100000006,Assault,2015.0,4,15,Thursday  ,5
163,-79.37484740000001,43.660656,Robbery - Mugging,2015.0,5,18,Thursday  ,5
164,-79.53055570000001,43.6467743,Discharge Firearm With Intent,2015.0,9,5,Friday    ,6
165,-79.3710327,43.658294700000006,Robbery - Mugging,2015.0,10,22,Thursday  ,5
166,-79.2734146,43.6879768,Assault,2015.0,10,10,Monday    ,2
167,-79.37484740000001,43.660656,Assault With Weapon,2015.0,5,18,Thursday  ,5
168,-79.5177917,43.7006035,Robbery - Mugging,2015.0,5,1,Sunday    ,1
169,-79.2914658,43.7269974,Robbery - Mugging,2015.0,4,14,Wednesday ,4
170,-79.214241,43.8087425,Robbery - Swarming,2015.0,4,23,Thursday  ,5
171,-79.19757840000001,43.7589722,Robbery - Mugging,2015.0,5,5,Tuesday   ,3
172,-79.297287,43.7022209,Assault With Weapon,2015.0,11,2,Tuesday   ,3
173,-79.22532650000001,43.8335533,Robbery - Other,2015.0,9,15,Thursday  ,5
174,-79.31407929999999,43.8097153,Robbery - Other,2015.0,9,12,Thursday  ,5
175,-79.4740753,43.678901700000004,Robbery - Mugging,2015.0,10,21,Thursday  ,5
176,-79.4893723,43.6769104,Robbery - Mugging,2015.0,10,12,Friday    ,6
177,-79.2859497,43.771575899999995,Assault,2015.0,10,18,Friday    ,6
178,-79.42659,43.651516,Assault,2015.0,10,13,Monday    ,2
179,-79.46181490000001,43.7574615,Robbery - Swarming,2015.0,10,15,Monday    ,2
180,-79.46181490000001,43.7574615,Robbery - Swarming,2015.0,10,15,Monday    ,2
181,-79.3895035,43.6459389,Assault,2015.0,11,16,Monday    ,2
182,-79.2914658,43.7269974,Assault,2014.0,11,15,Wednesday ,4
183,-79.38095859999999,43.6657257,Assault With Weapon,2014.0,11,22,Wednesday ,4
184,-79.36781309999999,43.6443443,Assault,2015.0,1,4,Saturday  ,7
185,-79.3314056,43.7183647,Assault,2015.0,2,21,Monday    ,2
186,-79.31137079999999,43.676815000000005,Robbery - Mugging,2015.0,6,19,Tuesday   ,3
187,-79.2843399,43.7552338,Robbery - Mugging,2015.0,5,12,Saturday  ,7
188,-79.39556879999999,43.64674,Assault With Weapon,2014.0,11,3,Sunday    ,1
189,-79.39556879999999,43.64674,Assault With Weapon,2014.0,11,3,Sunday    ,1
190,-79.39556879999999,43.64674,Assault With Weapon,2014.0,11,3,Sunday    ,1
191,-79.20497890000001,43.7826042,Assault,2014.0,11,11,Sunday    ,1
192,-79.4931641,43.603653,Assault,2014.0,11,16,Sunday    ,1
193,-79.3380356,43.6624298,Robbery - Purse Snatch,2014.0,12,3,Monday    ,2
194,-79.21121219999999,43.8118591,Assault,2015.0,7,20,Monday    ,2
195,-79.2555161,43.8071213,Robbery - Mugging,2015.0,7,19,Friday    ,6
196,-79.4902878,43.676693,Assault,2015.0,7,19,Thursday  ,5
197,-79.46352390000001,43.69844439999999,Assault,2015.0,11,2,Sunday    ,1
198,-79.2623367,43.6930504,Assault,2014.0,10,12,Monday    ,2
199,-79.5047607,43.715744,Robbery - Mugging,2014.0,9,15,Monday    ,2
200,-79.51648709999999,43.7525101,Discharge Firearm With Intent,2014.0,10,11,Thursday  ,5
201,-79.28337859999999,43.69233320000001,Assault,2014.0,10,3,Saturday  ,7
202,-79.28337859999999,43.69233320000001,Robbery - Mugging,2014.0,10,3,Saturday  ,7
203,-79.5421295,43.7508507,Robbery - Mugging,2015.0,1,22,Wednesday ,4
204,-79.4383469,43.6737099,Robbery - Mugging,2015.0,1,3,Friday    ,6
205,-79.33560940000001,43.66925429999999,Robbery - Mugging,2015.0,1,20,Friday    ,6
206,-79.45124820000001,43.6657486,Robbery - Mugging,2015.0,1,6,Sunday    ,1
207,-79.22532650000001,43.759826700000005,Robbery - Mugging,2015.0,1,14,Saturday  ,7
208,-79.3912811,43.6711349,Assault,2014.0,11,2,Sunday    ,1
209,-79.27674870000001,43.8126945,Robbery - Mugging,2014.0,12,19,Monday    ,2
210,-79.2624588,43.752067600000004,Robbery - Mugging,2014.0,10,22,Monday    ,2
211,-79.57830809999999,43.62818529999999,Assault,2014.0,10,17,Sunday    ,1
212,-79.2172546,43.7558708,Assault,2014.0,10,13,Friday    ,6
213,-79.3506165,43.6430931,Assault,2015.0,8,20,Sunday    ,1
214,-79.48273470000001,43.752849600000005,Assault,2015.0,9,17,Sunday    ,1
215,-79.39984129999999,43.6743774,Robbery - Other,2015.0,8,1,Sunday    ,1
216,-79.39984129999999,43.6743774,Robbery - Mugging,2015.0,8,1,Sunday    ,1
217,-79.32301329999999,43.775245700000006,Assault With Weapon,2015.0,8,1,Sunday    ,1
218,-79.35940550000001,43.6796799,Assault,2015.0,6,23,Saturday  ,7
219,-79.5913162,43.752483399999996,Robbery - Mugging,2015.0,1,15,Thursday  ,5
220,-79.5147705,43.7672119,Assault With Weapon,2015.0,11,20,Sunday    ,1
221,-79.4955215,43.6596985,Assault,2015.0,7,19,Friday    ,6
222,-79.3895035,43.6459389,Assault,2015.0,8,0,Friday    ,6
223,-79.376564,43.6566505,Assault,2015.0,8,13,Friday    ,6
224,-79.376564,43.6566505,Assault,2015.0,8,13,Friday    ,6
225,-79.6190186,43.7210083,Assault,2015.0,8,3,Sunday    ,1
226,-79.4427948,43.69730379999999,Robbery - Mugging,2015.0,8,0,Monday    ,2
227,-79.40009309999999,43.644455,Assault,2015.0,8,0,Sunday    ,1
228,-79.5044479,43.7149391,Assault,2015.0,8,20,Sunday    ,1
229,-79.2330475,43.726581599999996,Assault,2015.0,8,0,Sunday    ,1
230,-79.3376999,43.661602,Assault,2015.0,8,17,Sunday    ,1
231,-79.39804840000001,43.652946500000006,Assault,2015.0,9,19,Tuesday   ,3
232,-79.35195920000001,43.6591797,Robbery - Mugging,2015.0,7,23,Thursday  ,5
233,-79.43703459999999,43.6552162,Robbery - Purse Snatch,2015.0,2,11,Thursday  ,5
234,-79.3980713,43.7296066,Robbery - Mugging,2015.0,2,2,Sunday    ,1
235,-79.5113983,43.772445700000006,Assault With Weapon,2015.0,3,11,Friday    ,6
236,-79.5113983,43.772445700000006,Assault With Weapon,2015.0,3,11,Friday    ,6
237,-79.3834229,43.6450844,Assault,2015.0,1,22,Monday    ,2
238,-79.3759003,43.6604424,Robbery - Mugging,2015.0,3,0,Thursday  ,5
239,-79.1762772,43.7706528,Robbery - Mugging,2015.0,3,21,Monday    ,2
240,-79.3376999,43.661602,Robbery - Swarming,2015.0,5,22,Friday    ,6
241,-79.3961639,43.653347,Assault,2015.0,6,14,Saturday  ,7
242,-79.34017940000001,43.6798782,Robbery - Mugging,2015.0,3,2,Sunday    ,1
243,-79.34138490000001,43.7080193,Assault With Weapon,2015.0,3,11,Monday    ,2
244,-79.34138490000001,43.7080193,Aggravated Assault,2015.0,3,11,Monday    ,2
245,-79.5181122,43.758976000000004,Assault,2015.0,3,20,Sunday    ,1
246,-79.28535459999999,43.783931700000004,Assault,2015.0,8,16,Saturday  ,7
247,-79.28958890000001,43.7591324,Assault With Weapon,2015.0,12,15,Thursday  ,5
248,-79.3819275,43.6586685,Assault,2015.0,12,16,Thursday  ,5
249,-79.58251949999999,43.74413679999999,Robbery - Mugging,2015.0,9,17,Thursday  ,5
250,-79.46884920000001,43.6800804,Robbery - Mugging,2015.0,5,23,Saturday  ,7
251,-79.58251949999999,43.74413679999999,Robbery - Other,2015.0,9,17,Thursday  ,5
252,-79.58380890000001,43.74681470000001,Robbery - Mugging,2015.0,9,0,Saturday  ,7
253,-79.3005447,43.6884499,Assault,2015.0,10,18,Thursday  ,5
254,-79.4573822,43.69411470000001,Assault With Weapon,2015.0,5,0,Saturday  ,7
255,-79.4573822,43.69411470000001,Aggravated Assault,2015.0,5,0,Saturday  ,7
256,-79.23242950000001,43.7251396,Assault With Weapon,2015.0,5,11,Saturday  ,7
257,-79.32528690000001,43.6749802,Robbery - Mugging,2015.0,4,15,Thursday  ,5
258,-79.4607239,43.770255999999996,Assault,2015.0,5,16,Wednesday ,4
259,-79.29473109999999,43.7453804,Aggravated Assault,2014.0,10,16,Thursday  ,5
260,-79.2598801,43.7288666,Robbery - Mugging,2014.0,12,15,Tuesday   ,3
261,-79.4020004,43.6476135,Assault,2015.0,1,21,Friday    ,6
262,-79.4020004,43.6476135,Assault,2015.0,1,21,Friday    ,6
263,-79.4020004,43.6476135,Assault,2015.0,1,21,Friday    ,6
264,-79.4020004,43.6476135,Assault,2015.0,1,21,Friday    ,6
265,-79.37997440000001,43.65406420000001,Robbery - Mugging,2015.0,1,2,Saturday  ,7
266,-79.5174942,43.692627,Robbery - Other,2015.0,5,0,Saturday  ,7
267,-79.2124405,43.8042526,Assault,2015.0,6,16,Monday    ,2
268,-79.2124405,43.8042526,Assault,2015.0,6,16,Monday    ,2
269,-79.3961639,43.653347,Assault,2015.0,6,10,Tuesday   ,3
270,-79.41737370000001,43.776382399999996,Assault,2015.0,5,12,Friday    ,6
271,-79.3734589,43.65730670000001,Assault,2015.0,5,7,Saturday  ,7
272,-79.5013275,43.76481629999999,Assault With Weapon,2014.0,11,14,Friday    ,6
273,-79.4018707,43.6510239,Assault,2014.0,11,14,Friday    ,6
274,-79.3792572,43.6524429,Robbery - Mugging,2014.0,11,20,Friday    ,6
275,-79.2305298,43.7282486,Robbery - Mugging,2014.0,11,23,Saturday  ,7
276,-79.37913509999998,43.6459885,Assault,2014.0,11,0,Tuesday   ,3
277,-79.4540253,43.7108192,Robbery - Mugging,2014.0,11,14,Friday    ,6
278,-79.4540253,43.7108192,Robbery - Swarming,2014.0,11,14,Friday    ,6
279,-79.380928,43.656330100000005,Robbery - Mugging,2015.0,3,21,Monday    ,2
280,-79.196434,43.7661514,Robbery - Swarming,2014.0,12,20,Monday    ,2
281,-79.32528690000001,43.6749802,Robbery - Mugging,2015.0,4,15,Thursday  ,5
282,-79.2942963,43.801815000000005,Robbery - Other,2015.0,1,14,Monday    ,2
283,-79.2942963,43.801815000000005,Robbery - Other,2015.0,1,14,Monday    ,2
284,-79.4391098,43.640106200000005,Assault,2015.0,10,16,Thursday  ,5
285,-79.2568359,43.7348099,Assault,2015.0,6,2,Monday    ,2
286,-79.520401,43.76882929999999,Assault,2015.0,7,12,Friday    ,6
287,-79.4502792,43.695694,Assault With Weapon,2015.0,8,20,Saturday  ,7
288,-79.38147740000001,43.642913799999995,Assault,2015.0,8,23,Saturday  ,7
289,-79.3770447,43.6601791,Robbery - Other,2015.0,8,4,Monday    ,2
290,-79.386116,43.6686325,Aggravated Assault,2015.0,9,5,Wednesday ,4
291,-79.38840479999999,43.6475716,Assault,2015.0,9,23,Wednesday ,4
292,-79.5715103,43.7217026,Assault,2015.0,9,15,Wednesday ,4
293,-79.403717,43.730869299999995,Robbery - Mugging,2015.0,4,22,Thursday  ,5
294,-79.5113983,43.772445700000006,Assault With Weapon,2015.0,3,11,Friday    ,6
295,-79.31240840000001,43.689479799999994,Assault,2015.0,2,1,Saturday  ,7
296,-79.31240840000001,43.689479799999994,Assault,2015.0,2,1,Saturday  ,7
297,-79.40602109999999,43.6523132,Robbery - Mugging,2015.0,11,19,Wednesday ,4
298,-79.3984146,43.648326899999994,Assault,2014.0,12,19,Tuesday   ,3
299,-79.3878632,43.6728745,Assault,2015.0,6,14,Monday    ,2
300,-79.3176727,43.684627500000005,Robbery - Mugging,2015.0,2,1,Saturday  ,7
301,-79.1997681,43.801975299999995,Assault With Weapon,2015.0,2,21,Tuesday   ,3
302,-79.2844696,43.6920891,Robbery - Mugging,2015.0,3,21,Monday    ,2
303,-79.2561111,43.712238299999996,Robbery - Mugging,2015.0,4,13,Tuesday   ,3
304,-79.5188522,43.7121201,Assault,2014.0,5,14,Wednesday ,4
305,-79.3941422,43.6880836,Robbery - Mugging,2015.0,6,23,Tuesday   ,3
306,-79.380928,43.656330100000005,Assault,2015.0,8,16,Tuesday   ,3
307,-79.3909988,43.6560364,Robbery - Mugging,2015.0,11,23,Saturday  ,7
308,-79.46054840000001,43.689003,Assault,2015.0,1,20,Wednesday ,4
309,-79.37390140000001,43.7117348,Robbery - Mugging,2015.0,1,13,Sunday    ,1
310,-79.37390140000001,43.7117348,Robbery - Mugging,2015.0,1,13,Sunday    ,1
311,-79.5003204,43.6268501,Assault,2015.0,6,2,Tuesday   ,3
312,-79.52145390000001,43.7626152,Assault,2015.0,10,21,Tuesday   ,3
313,-79.47521970000001,43.6611214,Assault,2015.0,11,16,Monday    ,2
314,-79.24818420000001,43.7111244,Robbery - Swarming,2015.0,6,17,Tuesday   ,3
315,-79.3227386,43.681224799999995,Assault,2015.0,1,0,Saturday  ,7
316,-79.5121231,43.70109179999999,Robbery - Mugging,2015.0,2,3,Saturday  ,7
317,-79.4441757,43.6399727,Assault,2015.0,2,16,Saturday  ,7
318,-79.2679291,43.7322044,Robbery - Mugging,2015.0,3,11,Monday    ,2
319,-79.404007,43.6471901,Assault,2015.0,10,1,Saturday  ,7
320,-79.5416107,43.748237599999996,Robbery - Swarming,2015.0,11,16,Monday    ,2
321,-79.5416107,43.748237599999996,Robbery - Swarming,2015.0,11,16,Monday    ,2
322,-79.2147141,43.7782936,Robbery - Mugging,2015.0,11,8,Monday    ,2
323,-79.4200821,43.7980042,Assault,2015.0,12,13,Wednesday ,4
324,-79.40271,43.666908299999996,Robbery - Mugging,2015.0,12,2,Friday    ,6
325,-79.4588165,43.654995,Assault,2015.0,6,22,Sunday    ,1
326,-79.57643890000001,43.7384567,Robbery - Purse Snatch,2015.0,3,21,Monday    ,2
327,-79.39804840000001,43.652946500000006,Assault With Weapon,2015.0,9,8,Monday    ,2
328,-79.3701248,43.6561661,Robbery - Mugging,2015.0,9,13,Wednesday ,4
329,-79.4074707,43.6659164,Assault,2015.0,12,3,Monday    ,2
330,-79.38805390000002,43.7665901,Assault,2014.0,5,10,Friday    ,6
331,-79.3730621,43.6631927,Assault,2014.0,6,20,Wednesday ,4
332,-79.4588165,43.654995,Robbery - Mugging,2015.0,8,0,Thursday  ,5
333,-79.4588165,43.654995,Robbery - Mugging,2015.0,8,0,Thursday  ,5
334,-79.3743515,43.662918100000006,Assault,2015.0,8,14,Wednesday ,4
335,-79.4423294,43.75250629999999,Theft Over - Distraction,2015.0,9,12,Tuesday   ,3
336,-79.41886140000001,43.644207,Assault,2015.0,9,2,Saturday  ,7
337,-79.4364471,43.7412224,Assault,2015.0,8,15,Friday    ,6
338,-79.2832489,43.771736100000005,Assault,2015.0,9,17,Friday    ,6
