,Long,Lat,offence,occurrenceyear,occurrencemonth,occurrencehour,occurrencedayofweek,occurrencedayofweek_num
11719,-79.3209229,43.7593689,Assault,2017.0,6,18,Saturday  ,7
11720,-79.46640009999999,43.694545700000006,Robbery - Mugging,2017.0,7,5,Sunday    ,1
11721,-79.5214157,43.761837,Assault,2017.0,7,18,Sunday    ,1
11722,-79.43540949999999,43.6408424,Assault,2017.0,7,20,Monday    ,2
11723,-79.563179,43.6744804,Robbery - Mugging,2017.0,7,23,Tuesday   ,3
11724,-79.20276640000002,43.75586320000001,Robbery - Mugging,2017.0,7,19,Tuesday   ,3
11725,-79.44822690000001,43.7191162,Aggravated Assault,2017.0,4,2,Wednesday ,4
11726,-79.4617233,43.719188700000004,Assault With Weapon,2016.0,10,20,Saturday  ,7
11727,-79.3222885,43.817352299999996,Robbery - Mugging,2016.0,10,22,Saturday  ,7
11728,-79.49209590000001,43.6679039,Assault,2016.0,11,22,Friday    ,6
11729,-79.3079071,43.778732299999994,Robbery - Mugging,2016.0,11,11,Thursday  ,5
11730,-79.40682220000001,43.6474648,Assault,2016.0,11,19,Friday    ,6
11731,-79.3989944,43.70958710000001,Assault,2016.0,11,0,Sunday    ,1
11732,-79.37997440000001,43.65406420000001,Assault,2017.0,6,16,Saturday  ,7
11733,-79.3723907,43.6581726,Assault,2017.0,6,21,Saturday  ,7
11734,-79.5780563,43.7349434,Assault,2017.0,6,1,Saturday  ,7
11735,-79.37570190000001,43.7774658,Discharge Firearm With Intent,2016.0,12,21,Wednesday ,4
11736,-79.2618866,43.8281021,Assault With Weapon,2017.0,1,8,Friday    ,6
11737,-79.3845978,43.6649399,Assault,2017.0,1,14,Saturday  ,7
11738,-79.2983704,43.6804314,Assault,2017.0,2,15,Friday    ,6
11739,-79.516304,43.6583061,Robbery - Mugging,2016.0,12,21,Thursday  ,5
11740,-79.4812088,43.6229706,Assault,2017.0,8,19,Tuesday   ,3
11741,-79.5521545,43.695797,Robbery - Swarming,2016.0,3,16,Sunday    ,1
11742,-79.5702057,43.679096200000004,Aggravated Assault,2016.0,4,16,Thursday  ,5
11743,-79.5702057,43.679096200000004,Robbery - Swarming,2016.0,4,16,Thursday  ,5
11744,-79.6169281,43.7237549,Assault,2016.0,11,0,Sunday    ,1
11745,-79.42943570000001,43.6611519,Assault,2016.0,12,10,Friday    ,6
11746,-79.563179,43.6744804,Robbery - Mugging,2016.0,12,20,Friday    ,6
11747,-79.1933441,43.785346999999994,Robbery - Mugging,2017.0,1,16,Monday    ,2
11748,-79.3072357,43.70977020000001,Assault,2017.0,6,15,Thursday  ,5
11749,-79.34362790000002,43.707477600000004,Assault,2017.0,6,23,Saturday  ,7
11750,-79.5702057,43.679096200000004,Robbery - Swarming,2016.0,4,16,Thursday  ,5
11751,-79.5702057,43.679096200000004,Assault With Weapon,2016.0,4,16,Thursday  ,5
11752,-79.5702057,43.679096200000004,Assault,2016.0,4,16,Thursday  ,5
11753,-79.3801956,43.6399651,Assault,2016.0,1,10,Wednesday ,4
11754,-79.4894714,43.75182720000001,Robbery - Swarming,2016.0,9,22,Sunday    ,1
11755,-79.42654420000001,43.6640854,Assault,2015.0,1,1,Friday    ,6
11756,-79.2822571,43.7694244,Aggravated Assault,2016.0,2,1,Saturday  ,7
11757,-79.2822571,43.7694244,Assault,2016.0,2,1,Saturday  ,7
11758,-79.3897705,43.6466064,Assault With Weapon,2016.0,2,2,Sunday    ,1
11759,-79.3815842,43.6579094,Assault,2016.0,2,20,Sunday    ,1
11760,-79.21891020000001,43.7431831,Assault,2017.0,2,22,Tuesday   ,3
11761,-79.3850479,43.6660652,Assault With Weapon,2016.0,2,8,Saturday  ,7
11762,-79.4026871,43.6560936,Assault,2016.0,1,12,Sunday    ,1
11763,-79.3380356,43.6624298,Assault,2016.0,9,1,Saturday  ,7
11764,-79.5160751,43.7507401,Robbery - Swarming,2016.0,9,1,Monday    ,2
11765,-79.3448105,43.693340299999996,Robbery - Mugging,2016.0,12,16,Friday    ,6
11766,-79.58380890000001,43.74681470000001,Assault,2016.0,12,0,Saturday  ,7
11767,-79.50897979999999,43.7223663,Assault With Weapon,2017.0,4,10,Tuesday   ,3
11768,-79.4209137,43.6630287,Robbery - Mugging,2017.0,4,12,Tuesday   ,3
11769,-79.4209137,43.6630287,Robbery - Mugging,2017.0,4,12,Tuesday   ,3
11770,-79.4209137,43.6630287,Robbery - Mugging,2017.0,4,12,Tuesday   ,3
11771,-79.3734589,43.65730670000001,Discharge Firearm With Intent,2016.0,8,20,Tuesday   ,3
11772,-79.4763031,43.6511383,Assault,2016.0,8,13,Thursday  ,5
11773,-79.3363495,43.7144051,Assault,2016.0,9,22,Tuesday   ,3
11774,-79.4669037,43.6532021,Assault,2016.0,10,13,Saturday  ,7
11775,-79.3018341,43.6881485,Robbery - Mugging,2017.0,2,8,Wednesday ,4
11776,-79.3470383,43.7751083,Assault,2016.0,10,17,Wednesday ,4
11777,-79.5071945,43.7484741,Discharge Firearm With Intent,2016.0,11,20,Thursday  ,5
11778,-79.4589157,43.732093799999994,Assault,2016.0,5,14,Saturday  ,7
11779,-79.50688170000001,43.740325899999995,Discharge Firearm With Intent,2016.0,10,18,Monday    ,2
11780,-79.375473,43.652469599999996,Robbery - Swarming,2016.0,5,4,Sunday    ,1
11781,-79.27580259999999,43.699543,Assault With Weapon,2017.0,4,21,Friday    ,6
11782,-79.36806490000001,43.790016200000004,Assault,2016.0,11,15,Wednesday ,4
11783,-79.3919067,43.6416435,Assault,2016.0,8,21,Tuesday   ,3
11784,-79.3904953,43.6598625,Assault,2016.0,5,21,Sunday    ,1
11785,-79.419014,43.79381179999999,Pointing A Firearm,2017.0,4,15,Saturday  ,7
11786,-79.4154892,43.631115,Assault,2016.0,8,22,Tuesday   ,3
11787,-79.3261566,43.7442169,Assault,2016.0,9,15,Monday    ,2
11788,-79.3785324,43.65985870000001,Robbery - Mugging,2016.0,11,16,Tuesday   ,3
11789,-79.3152466,43.757873499999995,Assault,2016.0,6,1,Monday    ,2
11790,-79.3152466,43.757873499999995,Assault,2016.0,6,1,Monday    ,2
11791,-79.5486755,43.7013283,Assault,2016.0,6,11,Monday    ,2
11792,-79.4568939,43.6553993,Assault,2016.0,5,2,Sunday    ,1
11793,-79.4568939,43.6553993,Assault,2016.0,5,2,Sunday    ,1
11794,-79.34027859999999,43.7732925,Robbery - Other,2016.0,5,12,Tuesday   ,3
11795,-79.35997009999998,43.7529564,Pointing A Firearm,2016.0,5,15,Tuesday   ,3
11796,-79.38320159999999,43.654319799999996,Aggravated Assault,2016.0,6,21,Thursday  ,5
11797,-79.4149475,43.650501299999995,Assault,2016.0,7,15,Thursday  ,5
11798,-79.5040054,43.6723328,Assault,2016.0,8,19,Sunday    ,1
11799,-79.4524536,43.656322499999995,Assault,2016.0,3,7,Friday    ,6
11800,-79.2645569,43.73277279999999,Robbery - Mugging,2016.0,4,18,Monday    ,2
11801,-79.35159300000001,43.6592636,Robbery - Mugging,2016.0,4,0,Wednesday ,4
11802,-79.2243652,43.821029700000004,Assault,2016.0,5,23,Wednesday ,4
11803,-79.4571228,43.6748466,Assault,2016.0,7,19,Wednesday ,4
11804,-79.1933441,43.785346999999994,Assault,2016.0,8,23,Friday    ,6
11805,-79.3146057,43.8017883,Robbery - Mugging,2016.0,8,13,Tuesday   ,3
11806,-79.3146057,43.8017883,Robbery - Mugging,2016.0,8,13,Tuesday   ,3
11807,-79.3341827,43.7149277,Robbery - Other,2017.0,5,15,Thursday  ,5
11808,-79.18283840000001,43.7691765,Robbery - Mugging,2016.0,10,22,Wednesday ,4
11809,-79.18622590000001,43.7684097,Robbery - Purse Snatch,2017.0,5,9,Tuesday   ,3
11810,-79.2044067,43.751388500000004,Assault,2016.0,6,18,Wednesday ,4
11811,-79.5013275,43.76481629999999,Assault With Weapon,2017.0,8,9,Saturday  ,7
11812,-79.5328064,43.7263641,Assault With Weapon,2017.0,9,15,Friday    ,6
11813,-79.5521545,43.695797,Assault,2016.0,8,9,Thursday  ,5
11814,-79.3466263,43.7032127,Assault,2016.0,9,20,Monday    ,2
11815,-79.4917679,43.6671867,Assault,2016.0,9,11,Thursday  ,5
11816,-79.29408259999998,43.71734620000001,Robbery - Mugging,2016.0,10,2,Sunday    ,1
11817,-79.4459915,43.7290611,Robbery - Mugging,2016.0,10,18,Sunday    ,1
11818,-79.4038696,43.6666603,Robbery - Mugging,2016.0,11,15,Saturday  ,7
11819,-79.4021378,43.6729927,Assault,2016.0,12,14,Friday    ,6
11820,-79.4021378,43.6729927,Assault,2016.0,12,14,Friday    ,6
11821,-79.5462875,43.616420700000006,Assault,2017.0,2,14,Monday    ,2
11822,-79.37325290000001,43.653732299999994,Robbery - Mugging,2017.0,2,2,Tuesday   ,3
11823,-79.37484740000001,43.660656,Assault,2016.0,6,18,Sunday    ,1
11824,-79.380928,43.656330100000005,Assault With Weapon,2017.0,4,21,Saturday  ,7
11825,-79.4910507,43.763504,Aggravated Assault,2017.0,5,2,Sunday    ,1
11826,-79.5174179,43.630039200000006,Assault With Weapon,2017.0,5,12,Tuesday   ,3
11827,-79.4021912,43.725105299999996,Pointing A Firearm,2017.0,7,16,Saturday  ,7
11828,-79.3400879,43.6610641,Robbery - Purse Snatch,2017.0,8,6,Thursday  ,5
11829,-79.3801956,43.6399651,Assault With Weapon,2016.0,6,21,Thursday  ,5
11830,-79.3801956,43.6399651,Assault With Weapon,2016.0,6,21,Thursday  ,5
11831,-79.2818604,43.67382429999999,Assault,2016.0,6,17,Wednesday ,4
11832,-79.4750595,43.6901665,Robbery - Purse Snatch,2017.0,11,19,Friday    ,6
11833,-79.3834229,43.6450844,Assault,2016.0,1,23,Saturday  ,7
11834,-79.48513790000001,43.650909399999996,Robbery - Mugging,2016.0,12,18,Friday    ,6
11835,-79.3834229,43.6450844,Assault,2016.0,1,23,Saturday  ,7
11836,-79.4937515,43.671672799999996,Robbery - Other,2016.0,11,12,Monday    ,2
11837,-79.3735657,43.660945899999994,Robbery - Mugging,2016.0,7,11,Saturday  ,7
11838,-79.4066696,43.6660805,Assault,2016.0,5,19,Monday    ,2
11839,-79.3704834,43.768344899999995,Assault,2016.0,11,0,Friday    ,6
11840,-79.2611313,43.77361679999999,Assault,2016.0,11,9,Monday    ,2
11841,-79.47895809999999,43.6655655,Assault,2016.0,11,5,Monday    ,2
11842,-79.5138016,43.7198334,Robbery - Purse Snatch,2016.0,11,10,Tuesday   ,3
11843,-79.47442629999999,43.655986799999994,Robbery - Mugging,2016.0,11,11,Friday    ,6
11844,-79.48050690000001,43.7726974,Assault,2017.0,1,15,Thursday  ,5
11845,-79.29751590000001,43.725654600000006,Assault With Weapon,2016.0,1,17,Monday    ,2
11846,-79.3897552,43.6501961,Assault With Weapon,2016.0,1,2,Wednesday ,4
11847,-79.2611313,43.77361679999999,Assault,2016.0,3,16,Friday    ,6
11848,-79.2611313,43.77361679999999,Assault With Weapon,2016.0,3,16,Friday    ,6
11849,-79.4224091,43.6434937,Assault,2016.0,5,2,Saturday  ,7
11850,-79.5168915,43.7518196,Robbery - Mugging,2016.0,5,17,Saturday  ,7
11851,-79.44437409999999,43.6969719,Assault,2016.0,8,15,Friday    ,6
11852,-79.3963776,43.648765600000004,Robbery - Mugging,2017.0,7,4,Saturday  ,7
11853,-79.44437409999999,43.6969719,Assault,2016.0,8,15,Friday    ,6
11854,-79.4383469,43.6737099,Assault,2016.0,5,15,Friday    ,6
11855,-79.4383469,43.6737099,Assault,2016.0,5,15,Friday    ,6
11856,-79.4908676,43.6826744,Robbery - Other,2016.0,5,15,Tuesday   ,3
11857,-79.28825379999999,43.755855600000004,Assault,2014.0,3,0,Saturday  ,7
11858,-79.3880157,43.6699753,Assault,2016.0,12,22,Tuesday   ,3
11859,-79.30895229999999,43.7105293,Assault,2016.0,9,18,Sunday    ,1
11860,-79.4078598,43.6600609,Assault,2016.0,9,20,Wednesday ,4
11861,-79.35196690000001,43.813221,Assault,2016.0,12,15,Tuesday   ,3
11862,-79.26505279999999,43.7515259,Assault,2016.0,8,14,Thursday  ,5
11863,-79.4273758,43.6389618,Assault,2016.0,9,10,Thursday  ,5
11864,-79.36781309999999,43.6443443,Aggravated Assault,2016.0,9,16,Friday    ,6
11865,-79.4160004,43.7816391,Robbery - Purse Snatch,2016.0,9,23,Friday    ,6
11866,-79.2044067,43.751388500000004,Assault,2016.0,10,2,Sunday    ,1
11867,-79.379097,43.6649551,Assault,2016.0,10,4,Sunday    ,1
11868,-79.21891020000001,43.7431831,Robbery - Mugging,2016.0,8,3,Monday    ,2
11869,-79.21891020000001,43.7431831,Robbery - Mugging,2016.0,8,3,Monday    ,2
11870,-79.3694611,43.654525799999995,Assault,2016.0,8,17,Monday    ,2
11871,-79.4595108,43.7510872,Assault With Weapon,2016.0,9,21,Monday    ,2
11872,-79.43184659999999,43.785171500000004,Robbery - Mugging,2016.0,12,20,Sunday    ,1
11873,-79.46756740000001,43.705425299999995,Assault With Weapon,2016.0,12,5,Monday    ,2
11874,-79.3291092,43.7795868,Robbery - Other,2017.0,8,21,Saturday  ,7
11875,-79.2679291,43.7322044,Robbery - Other,2017.0,8,2,Thursday  ,5
11876,-79.24384309999999,43.7801552,Robbery - Mugging,2016.0,8,2,Thursday  ,5
11877,-79.37325290000001,43.653732299999994,Pointing A Firearm,2016.0,12,23,Sunday    ,1
11878,-79.24384309999999,43.7801552,Robbery - Mugging,2016.0,8,2,Thursday  ,5
11879,-79.37957759999999,43.656292,Robbery - Swarming,2017.0,1,4,Sunday    ,1
11880,-79.248085,43.7366982,Assault,2016.0,8,13,Friday    ,6
11881,-79.22509000000001,43.7702065,Assault,2016.0,7,20,Thursday  ,5
11882,-79.2814407,43.7481804,Robbery - Swarming,2016.0,9,12,Tuesday   ,3
11883,-79.4008484,43.718338,Assault,2016.0,12,11,Friday    ,6
11884,-79.27906800000001,43.7419281,Assault,2016.0,7,17,Thursday  ,5
11885,-79.39504240000001,43.6454735,Assault,2016.0,8,4,Sunday    ,1
11886,-79.3323822,43.6814842,Assault With Weapon,2016.0,10,22,Tuesday   ,3
11887,-79.5055695,43.709247600000005,Assault With Weapon,2016.0,9,23,Tuesday   ,3
11888,-79.3864136,43.658176399999995,Assault,2017.0,1,12,Thursday  ,5
11889,-79.48998259999999,43.7593269,Robbery - Mugging,2016.0,12,23,Friday    ,6
11890,-79.5005188,43.7622452,Assault,2016.0,6,16,Thursday  ,5
11891,-79.5660629,43.7605896,Assault With Weapon,2016.0,7,22,Tuesday   ,3
11892,-79.37937159999998,43.66187670000001,Assault,2016.0,7,22,Thursday  ,5
11893,-79.3805695,43.671611799999994,Assault,2016.0,8,16,Sunday    ,1
11894,-79.3303757,43.7165794,Assault With Weapon,2016.0,2,5,Monday    ,2
11895,-79.3813705,43.65741729999999,Robbery - Mugging,2016.0,3,2,Monday    ,2
11896,-79.3813705,43.65741729999999,Robbery - Mugging,2016.0,3,2,Monday    ,2
11897,-79.3986435,43.6544037,Assault,2016.0,6,20,Saturday  ,7
11898,-79.4483032,43.671558399999995,Robbery - Other,2016.0,6,17,Wednesday ,4
11899,-79.4006348,43.6457329,Assault,2016.0,7,3,Saturday  ,7
11900,-79.5041428,43.601009399999995,Robbery - Other,2016.0,8,2,Friday    ,6
11901,-79.36672970000001,43.6539345,Assault With Weapon,2016.0,8,19,Friday    ,6
11902,-79.36672970000001,43.6539345,Assault With Weapon,2016.0,8,19,Friday    ,6
11903,-79.3790436,43.6679344,Assault,2016.0,6,18,Friday    ,6
11904,-79.3710327,43.658294700000006,Assault,2016.0,11,12,Saturday  ,7
11905,-79.1716156,43.8028908,Assault,2016.0,9,21,Wednesday ,4
11906,-79.3723907,43.6581726,Robbery - Mugging,2016.0,12,20,Thursday  ,5
11907,-79.50086209999999,43.7633629,Assault With Weapon,2016.0,5,18,Friday    ,6
11908,-79.3895721,43.6770401,Robbery - Mugging,2016.0,12,16,Monday    ,2
11909,-79.2961884,43.70928189999999,Assault,2016.0,9,23,Tuesday   ,3
11910,-79.2961884,43.70928189999999,Assault With Weapon,2016.0,9,23,Tuesday   ,3
11911,-79.33698270000001,43.7935333,Robbery - Swarming,2016.0,12,6,Monday    ,2
11912,-79.51751709999999,43.7011375,Pointing A Firearm,2016.0,7,23,Wednesday ,4
11913,-79.2221069,43.7424889,Assault,2017.0,1,14,Tuesday   ,3
11914,-79.37484740000001,43.660656,Assault With Weapon,2017.0,2,10,Wednesday ,4
11915,-79.520401,43.76882929999999,Assault With Weapon,2017.0,2,15,Friday    ,6
11916,-79.352623,43.6654892,Assault,2016.0,6,14,Tuesday   ,3
11917,-79.3780899,43.6526833,Robbery - Mugging,2016.0,9,1,Thursday  ,5
11918,-79.35321809999999,43.669708299999996,Robbery - Other,2016.0,12,3,Thursday  ,5
11919,-79.41261290000001,43.655464200000004,Assault,2016.0,9,17,Thursday  ,5
11920,-79.46305079999999,43.6735382,Assault,2016.0,4,20,Wednesday ,4
11921,-79.46305079999999,43.6735382,Robbery - Other,2016.0,4,20,Wednesday ,4
11922,-79.36672970000001,43.6539345,Assault With Weapon,2016.0,8,19,Friday    ,6
11923,-79.398201,43.658260299999995,Assault,2016.0,9,7,Saturday  ,7
11924,-79.5024948,43.7700157,Assault,2016.0,5,22,Saturday  ,7
11925,-79.24552920000001,43.7399254,Aggravated Assault,2016.0,5,12,Sunday    ,1
11926,-79.2363281,43.707656899999996,Assault,2016.0,5,17,Sunday    ,1
11927,-79.278183,43.7514229,Assault,2016.0,6,1,Wednesday ,4
11928,-79.4937515,43.671672799999996,Robbery - Mugging,2016.0,5,19,Thursday  ,5
11929,-79.386116,43.6686325,Assault,2016.0,5,11,Thursday  ,5
11930,-79.5760803,43.728653,Discharge Firearm With Intent,2016.0,6,1,Sunday    ,1
11931,-79.341774,43.6795692,Robbery - Mugging,2016.0,6,2,Sunday    ,1
11932,-79.2101669,43.8091469,Assault,2016.0,8,14,Friday    ,6
11933,-79.5274124,43.6841583,Robbery - Swarming,2016.0,8,22,Friday    ,6
11934,-79.4135895,43.667854299999995,Assault,2016.0,9,13,Sunday    ,1
11935,-79.5055695,43.709247600000005,Assault With Weapon,2016.0,9,23,Tuesday   ,3
11936,-79.2275391,43.79615020000001,Assault,2016.0,10,20,Monday    ,2
11937,-79.3694611,43.654525799999995,Robbery - Mugging,2016.0,11,17,Monday    ,2
11938,-79.4820709,43.726642600000005,Assault,2016.0,9,11,Saturday  ,7
11939,-79.39504240000001,43.6454735,Robbery - Swarming,2016.0,8,4,Friday    ,6
11940,-79.46991729999999,43.6372108,Robbery - Swarming,2017.0,4,0,Sunday    ,1
11941,-79.45208740000001,43.6851959,Assault,2016.0,10,21,Monday    ,2
11942,-79.3710327,43.658294700000006,Assault,2016.0,8,10,Monday    ,2
11943,-79.45208740000001,43.6851959,Assault With Weapon,2016.0,10,21,Monday    ,2
11944,-79.520401,43.76882929999999,Assault,2016.0,10,19,Monday    ,2
11945,-79.3961639,43.653347,Assault With Weapon,2017.0,1,14,Wednesday ,4
11946,-79.3961639,43.653347,Pointing A Firearm,2017.0,1,14,Wednesday ,4
11947,-79.3811111,43.6420593,Assault With Weapon,2016.0,12,19,Monday    ,2
11948,-79.3314133,43.7931099,Assault,2016.0,8,2,Sunday    ,1
11949,-79.4862823,43.7277031,Assault,2016.0,10,15,Wednesday ,4
11950,-79.4862823,43.7277031,Assault,2016.0,10,15,Wednesday ,4
11951,-79.4862823,43.7277031,Assault,2016.0,10,15,Wednesday ,4
11952,-79.3813705,43.65741729999999,Pointing A Firearm,2016.0,3,2,Monday    ,2
11953,-79.42723079999999,43.792964899999994,Robbery - Mugging,2017.0,1,15,Sunday    ,1
11954,-79.25619509999999,43.7722015,Robbery - Swarming,2017.0,2,19,Tuesday   ,3
11955,-79.25619509999999,43.7722015,Robbery - Swarming,2017.0,2,19,Tuesday   ,3
11956,-79.4126663,43.662170399999994,Robbery - Mugging,2016.0,6,1,Monday    ,2
11957,-79.3712692,43.770359,Assault,2016.0,6,16,Tuesday   ,3
11958,-79.3454666,43.6598663,Assault With Weapon,2016.0,6,19,Tuesday   ,3
11959,-79.3454666,43.6598663,Aggravated Assault,2016.0,6,19,Tuesday   ,3
11960,-79.543808,43.6118317,Assault,2016.0,6,17,Tuesday   ,3
11961,-79.4505997,43.6763077,Assault,2016.0,9,10,Friday    ,6
11962,-79.4925537,43.743480700000006,Robbery - Mugging,2016.0,12,23,Saturday  ,7
11963,-79.37484740000001,43.660656,Assault,2016.0,12,15,Saturday  ,7
11964,-79.3768387,43.6411552,Assault,2017.0,2,11,Wednesday ,4
11965,-79.6031952,43.7396431,Robbery - Mugging,2016.0,9,21,Friday    ,6
11966,-79.59380340000001,43.757751500000005,Robbery - Purse Snatch,2017.0,7,18,Tuesday   ,3
11967,-79.39504240000001,43.6454735,Assault,2016.0,10,2,Sunday    ,1
11968,-79.37484740000001,43.660656,Assault With Weapon,2016.0,10,13,Sunday    ,1
11969,-79.37484740000001,43.660656,Assault,2016.0,10,13,Sunday    ,1
11970,-79.59549709999999,43.7375183,Robbery - Mugging,2016.0,6,22,Monday    ,2
11971,-79.1862335,43.7752838,Robbery - Mugging,2017.0,5,21,Thursday  ,5
11972,-79.14437099999999,43.800113700000004,Robbery - Other,2016.0,3,23,Monday    ,2
11973,-79.3783493,43.6662865,Assault,2017.0,10,12,Tuesday   ,3
11974,-79.5132217,43.739391299999994,Robbery - Mugging,2016.0,12,22,Friday    ,6
11975,-79.3018341,43.6881485,Robbery - Mugging,2016.0,6,21,Saturday  ,7
11976,-79.42479709999999,43.6430168,Assault,2015.0,12,3,Sunday    ,1
11977,-79.51136020000001,43.6473656,Assault,2016.0,2,17,Sunday    ,1
11978,-79.2624588,43.752067600000004,Assault,2015.0,9,12,Tuesday   ,3
11979,-79.3903809,43.654506700000006,Assault,2016.0,1,7,Saturday  ,7
11980,-79.39816280000001,43.65026470000001,Robbery - Mugging,2016.0,2,1,Wednesday ,4
11981,-79.45094300000001,43.772316,Assault,2016.0,8,21,Monday    ,2
11982,-79.3280869,43.7156143,Discharge Firearm With Intent,2017.0,1,18,Sunday    ,1
11983,-79.4617767,43.6887054,Assault With Weapon,2016.0,3,10,Monday    ,2
11984,-79.4441757,43.6672173,Assault With Weapon,2016.0,5,0,Thursday  ,5
11985,-79.37473299999999,43.6606827,Robbery - Mugging,2016.0,6,8,Wednesday ,4
11986,-79.28836059999999,43.6912346,Assault,2016.0,6,12,Wednesday ,4
11987,-79.3009872,43.743030499999996,Assault,2016.0,6,19,Thursday  ,5
11988,-79.25205229999999,43.7358513,Assault,2016.0,5,13,Monday    ,2
11989,-79.44369509999999,43.7017174,Robbery - Swarming,2016.0,6,21,Wednesday ,4
11990,-79.3854599,43.647521999999995,Assault,2016.0,7,10,Friday    ,6
11991,-79.507225,43.7154579,Discharge Firearm With Intent,2016.0,9,18,Friday    ,6
11992,-79.507225,43.7154579,Discharge Firearm With Intent,2016.0,9,18,Friday    ,6
11993,-79.58744809999999,43.743450200000005,Assault,2016.0,7,18,Sunday    ,1
11994,-79.3537369,43.646884899999996,Assault With Weapon,2016.0,7,19,Sunday    ,1
11995,-79.2807541,43.6946793,Discharge Firearm With Intent,2016.0,7,16,Sunday    ,1
11996,-79.49189,43.6801376,Robbery - Mugging,2016.0,8,23,Wednesday ,4
11997,-79.38011170000001,43.6637001,Assault With Weapon,2016.0,9,4,Friday    ,6
11998,-79.2317581,43.776439700000005,Assault,2016.0,9,21,Saturday  ,7
11999,-79.2317581,43.776439700000005,Assault With Weapon,2016.0,9,21,Saturday  ,7
12000,-79.3986816,43.708213799999996,Assault,2016.0,10,9,Thursday  ,5
12001,-79.4715958,43.6821365,Assault,2016.0,10,23,Friday    ,6
12002,-79.3625717,43.6568069,Assault With Weapon,2016.0,8,13,Wednesday ,4
12003,-79.5968018,43.736095399999996,Assault,2016.0,9,14,Thursday  ,5
12004,-79.3000565,43.8038979,Assault,2016.0,9,3,Sunday    ,1
12005,-79.3710327,43.658294700000006,Robbery - Other,2016.0,9,5,Sunday    ,1
12006,-79.6206818,43.7433586,Assault,2016.0,10,10,Thursday  ,5
12007,-79.4676285,43.7157326,Robbery - Mugging,2016.0,10,22,Saturday  ,7
12008,-79.50894170000001,43.703357700000005,Assault,2016.0,3,12,Thursday  ,5
12009,-79.4864502,43.7447815,Assault,2016.0,9,12,Saturday  ,7
12010,-79.42478940000001,43.659771,Robbery - Purse Snatch,2016.0,1,21,Sunday    ,1
12011,-79.2872391,43.693244899999996,Assault,2017.0,2,2,Wednesday ,4
12012,-79.3870697,43.668541,Assault,2016.0,3,3,Sunday    ,1
12013,-79.1478195,43.7997742,Assault,2017.0,8,22,Thursday  ,5
12014,-79.50897979999999,43.7223663,Robbery - Swarming,2017.0,6,18,Tuesday   ,3
12015,-79.41789250000001,43.781200399999996,Robbery - Mugging,2017.0,2,12,Monday    ,2
12016,-79.3709183,43.76948170000001,Assault,2017.0,8,3,Sunday    ,1
12017,-79.3842926,43.7657547,Assault,2016.0,11,15,Friday    ,6
12018,-79.38311,43.661373100000006,Assault,2016.0,9,13,Friday    ,6
12019,-79.239296,43.740593,Assault,2017.0,9,1,Sunday    ,1
12020,-79.3863144,43.7897186,Assault,2017.0,2,22,Tuesday   ,3
12021,-79.38320159999999,43.654319799999996,Robbery - Swarming,2016.0,1,18,Wednesday ,4
12022,-79.239296,43.740593,Assault With Weapon,2017.0,9,1,Sunday    ,1
12023,-79.3323822,43.6814842,Assault,2017.0,2,14,Wednesday ,4
12024,-79.3323822,43.6814842,Assault With Weapon,2017.0,2,14,Wednesday ,4
12025,-79.4343109,43.657123600000006,Assault,2016.0,10,19,Thursday  ,5
12026,-79.3086243,43.7447815,Robbery - Swarming,2017.0,6,15,Friday    ,6
12027,-79.3963776,43.648765600000004,Assault,2017.0,1,13,Tuesday   ,3
12028,-79.5803986,43.739727,Robbery - Other,2016.0,1,3,Saturday  ,7
12029,-79.3911362,43.6498985,Assault,2017.0,9,18,Tuesday   ,3
12030,-79.5803986,43.739727,Robbery - Other,2016.0,1,3,Saturday  ,7
12031,-79.5803986,43.739727,Robbery - Other,2016.0,1,3,Saturday  ,7
12032,-79.37715909999999,43.6731987,Assault With Weapon,2017.0,9,19,Sunday    ,1
12033,-79.248085,43.7366982,Assault,2016.0,1,15,Sunday    ,1
12034,-79.3506165,43.6430931,Assault,2016.0,1,1,Friday    ,6
12035,-79.3506165,43.6430931,Assault,2016.0,1,1,Friday    ,6
12036,-79.3506165,43.6430931,Assault,2016.0,1,1,Friday    ,6
12037,-79.4502792,43.695694,Assault,2016.0,1,0,Saturday  ,7
12038,-79.40772249999999,43.656482700000005,Assault With Weapon,2016.0,1,2,Saturday  ,7
12039,-79.40772249999999,43.656482700000005,Aggravated Assault,2016.0,1,2,Saturday  ,7
12040,-79.40772249999999,43.656482700000005,Assault,2016.0,1,2,Saturday  ,7
12041,-79.3710327,43.658294700000006,Robbery - Mugging,2016.0,2,12,Wednesday ,4
12042,-79.2548065,43.7521973,Robbery - Mugging,2016.0,1,16,Friday    ,6
12043,-79.4271545,43.6425133,Assault,2016.0,2,2,Monday    ,2
12044,-79.3705444,43.7717209,Assault,2016.0,2,10,Monday    ,2
12045,-79.2867508,43.7836189,Robbery - Mugging,2016.0,2,23,Thursday  ,5
12046,-79.5657425,43.7381592,Discharge Firearm With Intent,2016.0,1,15,Wednesday ,4
12047,-79.4038696,43.6666603,Robbery - Mugging,2016.0,1,22,Wednesday ,4
12048,-79.5457153,43.721275299999995,Use Firearm / Immit Commit Off,2016.0,1,23,Monday    ,2
12049,-79.3845978,43.6649399,Assault,2016.0,1,17,Saturday  ,7
12050,-79.39231109999999,43.6500587,Assault,2016.0,1,4,Monday    ,2
